config,engine,model,architecture,active_params,precision,hardware,gpus,rps,request_throughput,tps_output,ttft_mean_ms,ttft_p50_ms,ttft_p90_ms,ttft_p99_ms,e2el_p50_ms,e2el_p90_ms,e2el_p99_ms,tpot_p50_ms,tpot_p90_ms,gpu_util_pct,gpu_power_w,gpu_cost_hr,c_eff_per_mtok,c_naive_per_mtok,underutil_penalty
C2,vllm,meta-llama/Meta-Llama-3.1-8B-Instruct,dense,8B,fp8,H100,1,200,31.85572696002372,8155.066101766072,2320.6668929839216,2253.4834235002563,4176.547521700378,4586.1197452602755,14264.626436500293,14937.146160399425,14989.610505101136,47.01970434313861,56.44106101568825,53.46296296296296,251.22425925925927,6.98,0.23775268829139232,0.23775268829139232,1.0
C2,vllm,meta-llama/Meta-Llama-3.1-8B-Instruct,dense,8B,fp8,H100,1,25,22.47452723923791,5753.478973244905,65.56497628201032,62.969556999632914,88.79410600056872,123.81920634921687,3602.3440104991096,4512.227461699877,4759.802020549123,13.843303537253757,17.427906797647843,66.58823529411765,287.2366176470589,6.98,0.3369941730742738,0.23775268829139232,1.4174147745545154
C2,vllm,meta-llama/Meta-Llama-3.1-8B-Instruct,dense,8B,fp8,H100,1,50,29.673024306167104,7596.294222378779,174.41432225401513,171.21550049978396,296.10174959925644,356.18132193032574,10732.249785500244,11613.510595099615,11666.305766811038,41.657280870590604,44.92532549450712,57.964285714285715,270.8103571428572,6.98,0.2552414153702601,0.23775268829139232,1.0735584829957145
C2,vllm,meta-llama/Meta-Llama-3.1-8B-Instruct,dense,8B,fp8,H100,1,5,4.936535317034144,1263.7530411607408,52.40740731603,35.10941649983579,42.82596230004856,580.3067057212118,1462.713464999979,1636.53992010004,3656.716903099768,5.603296372546716,6.273179107451071,89.34821428571429,316.4507589285714,6.98,1.5342308392057713,0.23775268829139232,6.453053592081369
C3,vllm,Qwen/Qwen3-30B-A3B-Instruct-2507,ultra_sparse_moe,3B,float16,H100,1,100,20.679154166151772,5293.863466534854,1310.967222313986,894.0596519996689,1398.5189626002466,13170.560006330306,16050.240549000591,18837.495123999906,19256.015645399875,60.778742933332836,67.32917347960941,60.11538461538461,282.6658974358975,6.98,0.3662521523544328,0.364498136793748,1.0048121386191813
C3,vllm,Qwen/Qwen3-30B-A3B-Instruct-2507,ultra_sparse_moe,3B,float16,H100,1,10,9.371661194112836,2399.145265692886,82.84024223001325,82.1212619994185,103.17282970008819,126.44241528001656,5930.2828384998065,6353.845520899632,6609.044436468703,22.88939034117314,24.677691583139467,84.76515151515152,352.097196969697,6.98,0.8081581872571303,0.364498136793748,2.2171805715276625
C3,vllm,Qwen/Qwen3-30B-A3B-Instruct-2507,ultra_sparse_moe,3B,float16,H100,1,1,0.9962025574737707,255.0278547132853,50.44428044207416,48.24719600037497,53.448523599945474,91.14954150976686,2048.2424319998245,2430.22581570076,2782.9987293800787,7.842066237254568,9.302303426276708,77.9736328125,278.719130859375,6.98,7.602655369032853,0.364498136793748,20.85787169149463
C3,vllm,Qwen/Qwen3-30B-A3B-Instruct-2507,ultra_sparse_moe,3B,float16,H100,1,200,20.778665122526714,5319.338271366839,2384.555338090009,1916.7428539994944,3524.5308456003845,15685.241115850422,16952.967856499527,21113.613295300274,21586.653915479474,60.460038137256674,67.95975255136857,48.717948717948715,249.17115384615377,6.98,0.364498136793748,0.364498136793748,1.0
C3,vllm,Qwen/Qwen3-30B-A3B-Instruct-2507,ultra_sparse_moe,3B,float16,H100,1,25,18.413886716763994,4713.954999491582,145.27908148198912,140.65258399932645,200.95095280048557,271.13773672108425,10545.285593000699,12174.36217140039,12381.739776359373,40.705549401964696,47.24879572352888,71.675,316.56587499999995,6.98,0.4113083152253268,0.364498136793748,1.1284236425550411
C3,vllm,Qwen/Qwen3-30B-A3B-Instruct-2507,ultra_sparse_moe,3B,float16,H100,1,50,20.423706332707436,5228.468821173104,1020.9784132319619,212.6253420001376,7544.860124999832,7888.154593440922,14577.752641999723,15200.649012800022,15334.795761490877,55.74318546274726,58.736410387055535,62.35897435897436,292.3442307692308,6.98,0.370833021139421,0.364498136793748,1.0173797441089738
C3,vllm,Qwen/Qwen3-30B-A3B-Instruct-2507,ultra_sparse_moe,3B,float16,H100,1,5,4.865251366261158,1245.5043497628565,62.773475575952034,59.494714000720705,84.26164039883588,103.57810592044187,3880.293004000123,4247.0458167998,4451.271187021248,14.965604168630271,16.397007550985307,90.75862068965517,363.30758620689653,6.98,1.5567098495144178,0.364498136793748,4.27083074609867
C4,vllm,Qwen/Qwen3-30B-A3B-Instruct-2507,ultra_sparse_moe,3B,fp8,H100,1,100,34.77520373997062,8902.452157432479,275.3752592959718,291.17422550007177,377.66939689918223,431.22509053904645,11594.641572500223,12565.717330699226,12615.219443880651,44.022641623529374,48.83123254548848,68.51851851851852,303.90759259259255,6.98,0.21779267718615586,0.20913399303311406,1.0414025669737526
C4,vllm,Qwen/Qwen3-30B-A3B-Instruct-2507,ultra_sparse_moe,3B,fp8,H100,1,10,9.532851577704195,2440.410003892274,64.2171600100337,56.46927300040261,86.70618550022482,108.35051661879334,3501.9491460006975,3859.3837055997938,4108.192350909358,13.483515817646476,14.870006934899862,84.3828125,316.75640625,6.98,0.7944930916511997,0.20913399303311406,3.7989667778465863
C4,vllm,Qwen/Qwen3-30B-A3B-Instruct-2507,ultra_sparse_moe,3B,fp8,H100,1,1,0.9965556509775906,255.1182466502632,44.629562656002236,46.37262899996131,50.58891419903375,77.91956945126002,1787.505252500523,1982.3633448000692,2110.741777939547,6.824801954904864,7.566869447060419,71.51866404715128,220.79652259332022,6.98,7.599961642676525,0.20913399303311406,36.340154617872926
C4,vllm,Qwen/Qwen3-30B-A3B-Instruct-2507,ultra_sparse_moe,3B,fp8,H100,1,200,36.21498644184065,9271.036529111207,1176.7246774060986,1127.2502974998133,2054.426425999918,2228.981830789853,12289.408664000803,12951.969661398834,12996.44590871003,43.75825071176366,49.38853188156345,68.92307692307692,297.7432692307693,6.98,0.20913399303311406,0.20913399303311406,1.0
C4,vllm,Qwen/Qwen3-30B-A3B-Instruct-2507,ultra_sparse_moe,3B,fp8,H100,1,25,20.62447062722582,5279.8644805698095,93.17453167400527,92.96897200056264,121.43026030007604,143.9384077901377,5772.649298000033,7391.665558100794,7588.588907301437,22.26708521176596,28.624879054901506,73.80555555555556,297.9513888888889,6.98,0.3672232300704131,0.20913399303311406,1.7559231990194313
C4,vllm,Qwen/Qwen3-30B-A3B-Instruct-2507,ultra_sparse_moe,3B,fp8,H100,1,50,28.76040458153519,7362.663572873009,143.04670217998864,135.8377134993134,208.65030100103468,264.16663981099185,10671.288629999253,11231.406853899716,11281.579072110562,41.44284988235407,43.61943386235604,70.53333333333333,300.185,6.98,0.26334068774139424,0.20913399303311406,1.2591960011957366
